customer_id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp1,acceptedcmp2,acceptedcmp3,acceptedcmp4,acceptedcmp5,response,country
5214,1952,Phd,Absurd,128787.0,2,2,,47,245,86,258,342,244,289,1,6,9,2,12,0,0,1,0,1,0,Canada
7152,1971,2N Cycle,Yolo,84401.0,2,0,10-11-2021,76,948,241,762,411,20,155,9,1,3,8,4,0,1,1,1,1,0,Canada
5099,1951,2N Cycle,Absurd,118973.0,2,0,11-08-2020,30,83,198,121,271,109,161,4,0,8,5,18,0,0,1,1,1,0,Usa
4714,1973,Graduation,Absurd,121731.0,2,1,05-12-2023,23,206,83,298,318,93,96,8,9,4,5,9,0,0,1,1,0,1,Germany
2563,1993,2N Cycle,Divorced,84401.0,1,0,06-06-2023,16,150,241,774,331,135,376,5,0,6,6,7,0,0,0,0,0,1,Usa
8272,1979,Phd,Alone,43255.0,1,0,04-10-2024,14,667,280,380,436,230,566,7,5,2,4,17,1,0,1,1,0,0,Germany
8962,1987,2N Cycle,Married,44507.0,1,2,21-03-2022,74,527,251,560,340,7,449,7,2,2,5,0,0,1,1,1,1,0,Germany
9846,1951,Basic,Alone,116348.0,1,1,,71,164,189,888,108,289,116,6,6,2,0,4,0,1,1,0,0,1,France
8946,1970,Phd,Alone,69440.0,2,0,03-02-2023,52,916,151,840,272,250,505,4,7,7,2,10,0,0,0,1,0,1,France
3156,1982,Basic,Alone,84401.0,2,0,12-10-2020,37,974,277,500,167,86,188,1,4,5,8,19,0,1,1,1,1,1,Usa
9827,1961,2N Cycle,Yolo,84401.0,2,1,22-01-2021,29,144,138,296,396,203,475,9,4,8,4,10,0,0,1,0,1,0,India
9622,1971,Master,Married,37048.0,0,2,29-05-2022,67,36,175,361,179,218,322,9,1,8,4,15,1,0,0,0,1,0,France
3956,1993,Graduation,Alone,84401.0,1,1,16-05-2021,15,332,7,588,57,240,595,4,7,7,7,9,1,0,1,1,1,1,Uk
9601,1974,Phd,Together,84401.0,1,1,23-04-2024,47,402,294,462,479,257,179,6,9,0,1,14,0,1,0,1,1,1,Canada
4636,1998,Basic,Alone,81122.0,2,0,01-06-2022,46,413,234,437,420,108,180,6,0,5,6,6,0,1,0,1,0,0,India
7536,1976,Master,Divorced,25235.0,1,0,04-09-2020,52,44,162,126,497,255,286,1,9,3,8,14,0,1,1,0,0,1,Uk
4429,1991,Master,Absurd,84401.0,1,2,09-09-2023,19,401,48,196,78,281,474,6,8,3,6,15,1,0,0,0,0,0,Usa
1014,1977,Phd,Together,98234.0,2,0,05-03-2022,77,205,37,220,459,219,261,5,0,2,4,5,1,1,1,1,1,1,France
7093,1965,Phd,Widow,84401.0,0,0,19-12-2020,21,61,135,994,60,82,522,6,0,8,5,10,0,1,0,1,1,0,Usa
1767,1964,Master,Absurd,84401.0,0,1,01-02-2023,64,419,218,90,368,106,161,7,0,1,3,16,1,0,1,1,1,1,Canada
4039,1996,Graduation,Divorced,84401.0,0,0,10-07-2025,37,867,295,410,120,68,486,3,6,0,6,14,0,0,0,1,1,1,India
4787,1993,Graduation,Married,88864.0,2,2,08-07-2024,27,467,33,7,206,96,180,0,3,9,0,15,0,0,0,0,0,1,Canada
8056,1952,Basic,Together,145434.0,1,1,,55,819,78,543,33,211,468,7,6,2,3,1,1,0,0,1,0,1,Germany
7010,1986,Graduation,Single,88236.0,2,2,,29,18,235,467,69,285,20,7,4,3,2,3,1,1,1,0,0,0,Germany
6501,1956,Master,Widow,123056.0,2,1,29-11-2023,20,364,272,319,16,236,274,2,6,3,3,18,1,1,0,0,0,1,Canada
8041,1970,Master,Yolo,84401.0,1,0,25-04-2023,25,299,160,393,495,7,259,2,9,5,0,5,1,0,1,0,0,0,France
2809,1958,2N Cycle,Yolo,84401.0,0,1,,70,6,174,268,496,293,332,4,6,0,1,17,1,0,1,1,0,1,France
3864,1988,Master,Divorced,48992.0,0,1,,63,760,220,190,19,188,465,2,3,0,8,10,0,0,0,0,0,1,Usa
3627,1967,Graduation,Married,84401.0,2,0,08-08-2023,36,427,8,860,456,80,115,4,1,1,6,8,1,0,1,0,0,0,India
5657,1953,Basic,Alone,84401.0,0,0,11-06-2020,2,116,288,674,314,107,412,7,7,3,5,2,0,1,1,1,1,1,Germany
1529,1974,2N Cycle,Alone,58479.0,2,2,07-01-2024,22,579,112,60,68,66,536,0,1,6,1,1,1,0,0,1,0,1,France
3412,1963,Graduation,Divorced,84401.0,2,2,21-12-2021,96,506,204,437,214,173,256,1,8,5,0,17,0,0,1,0,0,0,Germany
7521,1999,Basic,Married,93575.0,1,0,08-06-2025,16,545,185,263,160,42,167,1,4,8,1,14,1,1,1,1,1,1,France
3658,1958,Graduation,Absurd,84401.0,1,0,,18,705,196,796,101,186,532,3,8,6,6,17,1,0,0,0,1,1,Germany
6077,1975,2N Cycle,Absurd,78414.0,1,0,31-12-2023,69,324,265,94,375,199,597,8,8,4,1,18,0,0,0,1,0,1,Germany
6255,1951,Master,Absurd,138554.0,2,1,19-07-2023,54,54,261,552,205,38,14,1,7,5,2,14,1,0,0,0,0,0,France
9551,1969,2N Cycle,Widow,145684.0,1,1,,30,777,247,925,144,219,49,8,7,9,7,16,0,0,0,0,1,1,Uk
5715,1977,Master,Absurd,84401.0,0,1,09-10-2023,45,991,114,469,56,3,303,6,3,8,6,17,1,0,1,1,1,0,India
7839,1996,2N Cycle,Single,69987.0,0,0,14-04-2023,19,41,120,660,82,120,486,9,3,0,8,17,0,1,1,1,1,0,India
2047,1956,Phd,Together,84401.0,2,2,07-03-2022,87,296,140,715,480,76,415,7,1,8,3,10,0,1,1,1,0,0,Usa
4006,1993,Graduation,Yolo,84401.0,2,0,03-12-2020,34,972,64,778,384,178,304,0,3,5,6,17,1,1,0,0,1,0,India
8908,1957,Graduation,Absurd,84401.0,1,1,23-05-2024,13,230,275,513,268,132,195,4,3,3,0,2,1,1,1,0,0,1,France
7413,1996,Phd,Divorced,84401.0,2,1,08-03-2023,43,452,238,689,493,228,387,8,5,4,1,12,1,0,0,1,1,1,India
3669,1984,Master,Divorced,83806.0,2,0,10-08-2022,62,889,9,936,410,275,454,3,2,0,6,13,1,0,1,0,0,0,France
8258,1963,Graduation,Alone,58854.0,0,0,03-08-2022,93,393,232,193,453,151,309,1,1,6,1,3,1,0,0,1,1,1,Canada
1456,1966,Phd,Single,61984.0,0,1,,22,521,194,481,186,163,126,5,7,7,5,17,0,0,1,0,0,1,Usa
4640,1985,Graduation,Single,144284.0,1,1,31-08-2024,52,357,11,898,5,289,174,1,1,4,9,4,1,0,1,0,1,1,France
9515,1999,Basic,Widow,41940.0,2,1,15-03-2025,52,986,176,335,352,108,133,2,7,1,8,13,1,0,0,1,1,1,Germany
1314,1989,Master,Absurd,102173.0,2,0,,36,443,176,434,349,125,65,7,6,7,4,11,0,1,1,1,0,1,France
3373,1953,Basic,Absurd,47627.0,0,1,28-11-2022,73,127,216,195,109,239,392,2,2,9,9,6,0,0,1,0,0,1,Canada
8744,1951,Master,Widow,84401.0,2,1,29-06-2023,19,690,10,854,482,145,364,1,5,6,6,11,1,0,1,0,0,0,Canada
1087,1955,Phd,Single,129532.0,0,2,07-08-2024,38,404,117,248,406,251,278,5,5,9,0,7,0,1,1,0,1,1,France
1308,1991,Master,Together,84401.0,1,0,21-08-2020,70,391,163,497,137,182,362,2,9,8,7,2,1,1,0,0,1,0,Uk
2008,1953,Master,Yolo,104746.0,0,2,,79,192,38,211,50,71,170,0,4,3,8,0,0,0,1,1,1,1,Uk
3563,1978,Phd,Married,117896.0,2,2,,57,603,52,664,402,218,50,2,7,8,4,2,0,1,0,1,1,0,India
6106,1967,Master,Widow,84401.0,1,1,01-09-2022,20,880,217,669,50,206,327,5,4,3,5,10,0,1,0,1,1,1,Uk
7779,1975,Graduation,Alone,84401.0,0,0,01-05-2022,9,742,205,465,475,172,591,2,6,2,7,17,1,0,0,0,0,0,Canada
1186,1993,2N Cycle,Yolo,24965.0,0,1,,32,77,55,873,86,140,144,8,5,2,3,6,0,0,1,0,0,0,Uk
8755,1983,Phd,Alone,29600.0,1,0,,4,84,117,650,67,271,273,6,6,9,1,8,1,1,0,0,1,1,France
3177,1959,2N Cycle,Single,84401.0,1,2,21-12-2023,50,29,252,220,83,213,154,4,8,1,9,3,1,1,0,0,1,1,Usa
8415,1985,Phd,Yolo,93149.0,0,0,,82,724,285,272,466,268,507,1,2,9,7,9,1,1,0,1,0,0,India
6484,1963,Phd,Single,95361.0,2,1,,5,48,267,153,41,19,362,8,9,2,1,17,0,1,1,1,1,1,India
1573,1980,Basic,Divorced,84401.0,0,1,22-06-2022,20,776,290,248,218,65,324,4,6,7,4,15,1,1,1,1,0,1,Usa
3787,1997,Basic,Alone,84401.0,1,1,29-03-2021,87,144,179,278,56,146,297,6,9,7,5,11,0,1,0,0,0,1,France
6295,1964,Master,Widow,84401.0,0,0,19-08-2021,75,68,234,439,225,164,493,8,2,1,4,18,0,0,0,1,0,1,India
3797,1957,2N Cycle,Together,84401.0,1,2,17-09-2023,37,57,195,947,195,5,545,3,1,1,5,2,1,0,1,1,0,0,Uk
3110,1963,Phd,Yolo,84401.0,1,2,06-01-2022,22,696,79,815,247,13,303,8,6,1,5,7,1,1,0,1,0,1,Usa
1778,1972,Master,Absurd,108250.0,2,0,25-07-2021,58,573,134,275,165,131,466,0,3,9,2,18,1,1,1,1,1,1,Canada
1255,1989,Graduation,Widow,90101.0,1,1,20-06-2023,68,478,21,513,61,242,238,5,0,6,2,8,1,0,0,0,0,1,India
5916,1970,Phd,Together,104072.0,1,2,10-02-2021,93,819,224,87,262,230,516,1,5,5,8,18,1,1,1,0,1,1,Uk
1900,1965,Graduation,Married,119085.0,2,1,10-12-2022,44,444,57,798,111,227,175,7,5,0,2,16,0,0,1,1,0,0,India
3197,1994,Master,Together,111866.0,1,0,,34,295,92,922,252,161,409,4,5,1,2,12,0,1,1,1,1,1,Uk
1875,1967,Basic,Yolo,66884.0,2,1,,77,677,191,641,198,282,363,2,1,0,1,1,1,1,0,1,0,1,Usa
8716,1996,Master,Alone,84401.0,2,2,14-04-2021,42,170,102,504,177,262,22,1,0,6,6,3,1,1,0,1,1,1,Canada
6217,1973,Graduation,Alone,99503.0,1,2,,9,574,6,589,435,130,317,7,2,5,9,10,1,1,1,1,1,0,India
3938,1975,Phd,Alone,84401.0,1,1,07-04-2024,95,146,127,771,25,224,524,6,1,1,9,1,0,0,1,0,0,1,India
9292,1974,2N Cycle,Married,84401.0,0,0,06-08-2024,7,483,54,240,409,257,275,8,5,1,3,3,0,0,0,1,0,0,France
4915,1994,Master,Divorced,127757.0,2,1,,68,305,230,652,245,233,228,7,5,1,0,3,1,0,1,1,0,1,Usa
1600,1990,Phd,Yolo,82126.0,0,0,05-11-2021,19,672,61,739,18,23,107,3,4,7,5,19,1,0,0,1,1,1,Usa
8355,1978,Basic,Single,89922.0,1,1,,94,652,239,674,264,270,175,1,9,6,4,0,0,1,1,0,0,0,Canada
5507,1964,Basic,Single,84401.0,0,2,,31,845,89,235,316,94,319,1,9,0,1,10,0,0,1,0,0,0,Uk
3930,1994,Basic,Single,84401.0,2,0,,35,608,231,127,19,141,285,1,4,3,5,1,1,0,0,0,1,1,Canada
4734,1950,Phd,Married,145846.0,0,0,16-01-2025,57,445,232,502,105,181,328,5,8,3,0,18,1,0,0,0,0,1,France
3322,1974,Master,Alone,84401.0,2,0,11-10-2020,85,220,291,199,236,205,355,6,4,6,2,7,0,1,1,0,0,1,Uk
7362,1956,Phd,Absurd,145487.0,1,2,16-12-2023,61,554,151,961,305,80,13,5,9,1,3,19,0,1,0,1,1,1,Uk
3803,1958,Phd,Absurd,92551.0,1,1,23-01-2023,31,944,144,901,463,273,274,1,5,3,2,3,0,1,1,1,0,1,Usa
8834,1973,2N Cycle,Married,36152.0,2,2,01-03-2024,83,803,129,542,245,275,70,3,3,0,5,15,0,1,0,0,1,0,Canada
2792,1950,2N Cycle,Married,84401.0,1,0,17-10-2024,95,377,140,501,80,207,194,2,9,3,3,14,0,1,1,0,0,1,France
7583,1993,Master,Alone,90405.0,1,1,29-01-2021,53,619,92,649,149,295,522,3,0,0,0,4,1,0,0,0,1,0,Uk
6830,1957,2N Cycle,Alone,59936.0,1,2,21-10-2022,32,265,113,491,396,38,105,4,3,1,4,4,1,0,0,1,1,0,Canada
6495,1973,Basic,Married,84401.0,1,0,,66,94,283,20,395,287,195,6,1,1,4,14,0,0,1,0,0,1,India
2434,1960,2N Cycle,Yolo,84401.0,2,0,12-01-2024,59,261,142,233,9,123,144,8,9,9,8,16,0,0,1,0,1,1,Germany
2489,1966,Basic,Widow,138702.0,0,2,09-05-2024,10,824,222,713,320,282,349,1,2,2,7,2,0,1,1,0,0,0,France
4267,1957,Master,Alone,41096.0,0,2,,2,896,231,790,223,179,423,7,6,7,7,17,0,0,1,1,1,0,Uk
2659,1984,Phd,Absurd,84401.0,1,2,,66,70,32,642,413,96,470,2,6,5,4,10,1,1,1,0,1,1,Uk
1181,1984,Phd,Widow,45470.0,0,0,11-03-2020,60,953,275,415,263,190,215,8,0,5,7,5,1,1,1,1,0,0,Usa
9131,1982,2N Cycle,Absurd,43770.0,0,2,,88,218,169,147,148,73,92,9,7,8,9,11,1,0,0,1,0,0,Canada
8325,1954,Basic,Single,84401.0,1,0,,17,532,139,969,277,272,259,3,6,7,6,16,1,0,1,1,0,0,Usa
5586,1991,Graduation,Alone,104498.0,1,2,11-01-2021,96,91,200,28,273,48,574,2,0,1,0,13,0,0,1,1,1,1,Uk
7050,1988,Graduation,Alone,58096.0,0,0,,16,126,22,360,193,209,540,9,7,5,6,5,0,0,1,1,0,1,India
8007,1990,Graduation,Together,52858.0,2,0,06-07-2024,16,79,223,307,431,115,284,5,1,0,7,9,1,0,1,0,1,0,Canada
1316,1977,Phd,Yolo,84401.0,1,1,,46,823,269,882,171,22,483,9,7,8,2,15,0,1,0,1,1,0,Uk
1318,1956,Phd,Widow,84401.0,2,2,,39,237,152,941,264,97,371,8,2,3,8,17,1,0,1,1,0,1,India
8652,1958,Basic,Single,66810.0,0,2,12-04-2024,31,982,84,161,450,189,69,6,9,3,7,19,0,1,1,1,1,1,Uk
4882,1957,2N Cycle,Absurd,107988.0,1,0,,88,371,108,868,309,181,378,3,6,8,1,5,0,1,0,0,0,0,Usa
5092,1961,Graduation,Widow,84401.0,2,0,,1,915,30,851,25,147,278,2,5,2,5,18,1,0,0,1,1,1,France
8387,1983,Basic,Divorced,101201.0,1,0,29-03-2022,11,485,228,60,468,22,301,9,4,4,3,2,0,1,1,1,0,1,Canada
1042,1982,Basic,Single,137980.0,0,1,06-11-2023,85,693,239,124,349,104,254,3,9,0,2,11,0,1,0,1,1,1,France
5236,1997,2N Cycle,Absurd,84401.0,2,1,,4,24,140,455,475,162,263,2,1,5,5,15,0,1,1,0,1,1,Usa
6017,1972,Basic,Married,84401.0,0,0,09-06-2025,71,155,155,70,355,66,423,2,1,2,9,2,1,1,0,1,0,1,Canada
1317,1973,2N Cycle,Yolo,84401.0,0,2,08-07-2025,26,516,298,837,25,289,212,8,0,0,8,15,0,1,0,1,1,0,Canada
1123,1986,Master,Married,110892.0,1,2,,50,631,98,906,33,288,99,3,8,9,1,3,0,0,0,1,1,0,Canada
2034,1984,2N Cycle,Divorced,84401.0,2,1,,12,788,46,875,263,45,111,8,7,5,9,19,0,0,0,1,1,1,Germany
9368,1993,Graduation,Single,84401.0,0,1,,95,529,66,465,137,80,307,9,7,9,9,12,1,0,0,1,1,1,Canada
2938,1989,Graduation,Together,84401.0,0,0,,81,942,61,242,303,146,474,4,0,1,9,3,0,1,1,1,1,1,Uk
9561,1971,2N Cycle,Divorced,42103.0,2,2,20-09-2022,97,709,108,489,182,221,547,6,4,7,4,3,0,1,1,1,0,1,Canada
4135,1976,Master,Single,61053.0,0,0,07-06-2021,75,56,166,760,362,14,111,4,5,1,5,6,1,0,0,0,0,0,Canada
4646,1984,Master,Absurd,122978.0,0,1,24-03-2025,92,604,36,220,241,120,86,0,1,3,3,11,0,1,0,0,1,0,France
2756,1950,Graduation,Alone,84401.0,2,2,03-05-2022,96,18,118,472,53,77,182,1,9,2,6,1,0,1,0,0,0,1,France
2281,1984,Master,Yolo,84401.0,2,2,27-05-2022,65,383,85,958,461,294,596,4,4,8,1,15,0,1,1,1,0,1,India
1756,1986,Basic,Married,84401.0,2,1,04-03-2025,47,864,51,532,167,240,164,5,5,1,6,6,1,1,1,0,1,1,Germany
7923,1996,Phd,Yolo,84401.0,2,0,,92,192,90,493,118,17,89,6,8,2,1,18,0,1,1,1,0,1,India
9130,1963,Basic,Divorced,84401.0,1,0,24-06-2022,53,236,288,898,142,255,454,1,9,6,0,10,0,0,0,0,1,1,Uk
1409,1952,Graduation,Yolo,84401.0,2,2,05-03-2021,71,386,297,81,80,276,237,9,0,3,4,0,1,0,1,0,0,0,Uk
6100,1950,Master,Absurd,83828.0,1,1,,2,425,203,855,244,26,533,8,9,5,1,8,1,1,0,1,1,0,India
7717,1954,2N Cycle,Single,43038.0,1,2,04-05-2023,24,276,237,878,401,1,57,5,2,2,7,4,0,0,0,1,1,1,France
9856,1975,Phd,Married,84401.0,1,1,06-12-2025,4,226,154,997,351,294,541,1,8,0,7,16,0,0,0,1,1,1,Canada
8008,1963,2N Cycle,Divorced,132553.0,0,0,08-08-2023,19,744,239,521,357,238,401,1,0,5,0,0,0,1,0,1,1,0,Germany
3016,1988,Graduation,Alone,136824.0,1,1,22-11-2022,26,551,135,922,406,12,518,2,0,3,3,16,1,0,1,1,0,0,India
1850,1976,Master,Absurd,54502.0,1,0,19-07-2022,75,322,63,11,61,183,196,0,0,1,8,11,0,0,1,0,0,0,Germany
6360,1958,2N Cycle,Yolo,115345.0,0,1,05-07-2021,40,152,122,262,45,193,45,8,6,6,4,12,1,1,0,1,1,1,India
4489,1964,2N Cycle,Alone,136930.0,0,2,30-09-2020,50,638,253,656,86,55,529,9,4,9,9,10,0,0,0,0,0,0,Canada
3093,1964,Phd,Married,131357.0,0,0,,43,236,113,448,98,229,396,3,5,4,5,12,1,1,0,0,1,1,Canada
2965,1975,Phd,Absurd,84401.0,2,2,30-01-2025,75,997,19,191,294,27,73,4,7,5,2,12,1,0,0,1,1,1,Germany
9286,1991,Master,Alone,120820.0,0,2,28-05-2024,67,54,15,761,398,70,415,6,1,5,4,5,1,0,0,0,0,0,Uk
2997,1962,Phd,Alone,138791.0,0,0,15-03-2024,12,979,144,113,52,209,334,0,1,8,0,5,0,0,0,0,1,1,India
4708,1981,2N Cycle,Widow,84401.0,1,0,01-11-2024,67,435,207,25,471,183,574,2,2,1,7,19,1,0,1,1,1,0,Germany
6814,1988,2N Cycle,Absurd,84401.0,0,2,,27,683,18,782,191,40,295,2,2,5,5,9,1,1,1,1,0,1,Usa
7678,1998,Graduation,Divorced,105709.0,2,2,09-10-2021,54,108,165,498,446,259,83,1,2,8,1,18,0,1,1,0,1,0,Germany
2628,1981,2N Cycle,Divorced,84401.0,0,2,,66,865,37,507,475,83,14,7,3,3,3,2,1,0,0,0,1,0,India
6044,1953,Master,Widow,84401.0,2,2,12-10-2020,49,980,180,544,79,45,133,4,2,5,3,6,1,1,1,0,0,0,Germany
5959,1979,Basic,Widow,84401.0,0,0,07-07-2024,16,183,104,61,15,158,477,0,1,6,8,4,0,1,1,1,0,0,India
1016,1986,Graduation,Divorced,85683.0,0,0,,2,950,99,228,359,6,318,1,8,0,8,7,1,0,1,1,1,1,India
2416,1972,Graduation,Widow,84401.0,0,2,25-10-2020,60,367,89,814,486,135,391,0,5,4,4,4,0,0,1,1,0,0,India
4831,1988,Master,Widow,85820.0,0,1,22-11-2021,54,982,299,606,325,182,478,5,2,3,2,11,0,1,1,0,0,0,France
2027,1994,Master,Divorced,106858.0,2,1,07-11-2021,30,197,78,34,193,196,367,8,8,9,0,3,0,1,0,1,0,0,Germany
3970,1964,Phd,Absurd,131146.0,2,0,,84,370,72,704,140,171,366,6,3,1,5,18,1,1,0,1,0,0,Canada
4561,1992,Graduation,Alone,119248.0,1,2,15-03-2025,38,372,175,455,107,275,287,4,3,1,7,17,0,1,0,0,0,1,India
2251,1978,Phd,Absurd,78487.0,2,2,30-05-2025,28,972,95,587,302,77,377,2,7,1,0,2,1,0,1,0,0,0,Canada
2858,1985,2N Cycle,Alone,43480.0,0,0,20-09-2020,25,496,102,890,264,177,462,7,6,6,0,6,1,1,0,0,1,1,Uk
1368,1962,Graduation,Widow,84401.0,1,1,05-02-2023,96,598,223,501,446,26,593,9,6,3,6,7,1,1,1,1,1,1,Usa
4019,1981,Graduation,Widow,84401.0,1,1,,10,200,5,760,289,119,12,3,9,5,6,14,1,1,0,1,0,1,Uk
6172,1956,Basic,Together,25297.0,1,1,07-01-2023,60,848,121,594,208,280,535,8,6,6,1,16,0,0,1,1,0,0,India
3582,1971,Graduation,Yolo,84401.0,0,0,27-01-2022,42,508,235,24,474,195,167,4,9,8,2,18,0,1,1,1,0,1,India
8797,1977,2N Cycle,Yolo,50375.0,2,1,,40,321,115,568,412,276,269,5,4,1,1,3,1,1,0,1,1,0,Germany
3050,1951,Phd,Alone,84401.0,0,0,14-09-2020,97,274,162,31,164,17,69,4,6,9,5,15,1,0,0,1,1,0,Canada
5746,1991,Phd,Married,50673.0,1,0,21-05-2024,77,210,225,830,426,294,317,9,3,8,7,12,0,0,1,1,1,0,France
3011,1994,Basic,Widow,107632.0,0,2,20-06-2021,42,503,229,11,341,270,375,6,7,4,7,11,0,1,1,0,1,1,India
7203,1955,2N Cycle,Single,84401.0,0,1,,47,902,181,318,370,52,88,6,8,5,0,3,0,0,0,1,0,0,Usa
2794,1977,Phd,Widow,84401.0,2,0,,37,117,248,844,319,293,256,0,2,5,8,11,1,1,0,1,0,1,India
2993,1977,Master,Together,84401.0,2,1,26-11-2022,80,702,209,603,151,51,216,1,6,2,7,16,0,1,1,0,0,1,Usa
1566,1993,2N Cycle,Alone,135546.0,1,1,29-08-2022,22,553,143,0,454,215,449,6,9,9,8,8,0,0,0,0,0,1,Germany
6973,1993,2N Cycle,Absurd,84401.0,0,2,,57,41,95,434,289,71,543,7,8,6,8,11,0,0,0,0,0,1,India
1867,1969,Basic,Widow,84401.0,0,1,15-07-2023,84,314,243,837,431,27,140,3,0,6,5,14,1,0,0,0,1,0,Germany
7590,1979,Phd,Absurd,84401.0,2,2,26-12-2020,27,787,85,135,267,251,160,5,1,7,2,19,0,1,0,1,0,0,Canada
7436,1960,2N Cycle,Divorced,95842.0,0,0,07-11-2021,41,328,183,195,150,34,31,9,6,4,0,1,0,0,1,1,1,0,Germany
1931,1977,Phd,Divorced,84401.0,0,1,18-09-2020,80,16,120,132,206,200,151,2,1,1,7,8,0,1,1,0,0,0,Usa
5324,1974,Master,Widow,67880.0,0,0,17-05-2023,34,282,91,984,254,248,259,6,6,2,9,13,1,0,1,0,0,0,Canada
8951,1988,Basic,Widow,84401.0,2,1,,32,942,69,85,352,98,278,2,0,8,2,3,1,1,0,1,1,1,France
1575,1982,Master,Married,69326.0,1,0,01-07-2021,90,257,132,475,376,139,284,6,2,5,6,3,0,1,1,0,1,1,India
3095,1950,Basic,Together,84401.0,1,1,17-01-2023,89,574,278,806,140,82,541,7,4,7,9,5,1,0,1,0,0,1,Canada
7246,1976,2N Cycle,Divorced,84401.0,0,1,,66,573,136,790,342,47,147,2,5,7,5,4,1,0,0,1,1,0,Usa
4403,1962,Basic,Divorced,84401.0,1,1,28-02-2022,12,611,186,323,357,277,66,1,8,4,2,16,0,1,0,0,1,1,France
8231,1990,Graduation,Single,136283.0,2,1,,40,18,220,179,95,247,569,5,8,0,5,12,1,0,1,1,1,0,Usa
5741,1952,Phd,Divorced,85776.0,2,1,02-04-2022,73,528,45,515,428,176,278,3,2,5,2,19,0,0,1,0,0,1,Germany
4356,1988,Phd,Divorced,77658.0,1,1,,76,836,277,637,369,51,442,7,7,6,8,16,1,0,0,1,0,1,Germany
9745,1955,Graduation,Single,50145.0,1,1,01-03-2024,90,422,191,174,226,78,398,1,3,8,0,18,1,0,0,0,0,1,Usa
5100,1957,Master,Together,84401.0,0,1,19-07-2024,73,465,7,762,192,63,127,3,6,1,7,0,0,0,0,1,1,0,Usa
8711,1976,Graduation,Yolo,47723.0,1,1,11-04-2021,10,372,275,20,302,7,336,1,5,1,4,16,0,0,0,1,1,0,Usa
6160,1958,2N Cycle,Alone,44498.0,0,0,02-10-2022,96,757,178,996,313,213,481,1,7,9,3,2,0,0,0,0,0,0,Canada
8023,1986,2N Cycle,Absurd,67477.0,0,2,14-07-2022,98,762,38,951,492,24,185,1,5,0,0,13,1,1,1,0,0,0,Usa
3367,1982,Phd,Together,106652.0,2,1,17-09-2021,48,966,292,104,388,255,168,0,3,4,8,11,1,0,1,0,1,1,India
2015,1991,2N Cycle,Married,84401.0,2,2,12-07-2022,20,80,177,577,376,242,259,3,1,1,8,14,1,1,1,0,0,0,India
4431,1993,Phd,Single,114405.0,2,1,03-04-2024,39,550,161,442,460,197,557,1,6,2,4,5,1,0,1,0,0,0,Usa
